DISTRITO,CÓDIGO,NOMBRE,EDUCACIÓN,DEPENDENCIA,RESOLUCIÓN,FECHA DE RESOLUCIÓN,ZONA,DIRECCIÓN,ESTADO,https://sigee.sie.gob.bo/#
COCHABAMBA 1,80980683,LONDRES CONTINENTAL,Regular,Privada,R.A. 6210/2022,28/12/2022,CENTRO,25 DE MAYO ENTRE LADISLAO CABRERA Y URUGUAY,Abierta,.
COCHABAMBA 1,80980651,CRISTO MAESTRO C.E.H,Regular,Privada,R.A.1812/2021,13/8/2021,CENTRO,CALAMA160,Abierta,.
COCHABAMBA 1,80980433,PROMESAS MISIONERAS A CRISTO REY,Regular,Privada,R.A. 0036/2020,27/1/2020,CERCADO,COCHABAMBA,Abierta,.
COCHABAMBA 2,80980115,29 DE SEPTIEMBRE,Regular,Fiscal,R.A. 794/2012,18/4/2012,CERRO SAN MIGUEL,FINAL AV. RIVAS UGALDE,Abierta,.
COCHABAMBA 2,80980116,SAN MIGUEL,Regular,Fiscal,R.A 17/2024,2/1/2024,CERRO SAN MIGUEL,FINAL AV. RIVAS UGALDE,Abierta,.
COCHABAMBA 2,80980002,ABAROA B,Regular,Fiscal,R.A. 3401/2023,15/9/2023,CHIMBA,AV. MELCHOR PEREZ ESQ. MONSEÑOR CABALLERO,Abierta,.
COCHABAMBA 2,80980374,FATIMA,Regular,Privada,R.A. 2750/2015,8/9/2015,CHIMBA,CALLE FRANCISCO PADILLA ESQUINA OLMOS,Abierta,.
COCHABAMBA 2,80980561,JUANCITO PINTO B,Regular,Fiscal,R.A. 2174/2010,8/10/2010,CIUDAD COCHABAMBA,AVENIDA PETROLERA KILOMETRO 9,Abierta,.
COCHABAMBA 2,80980558,PENIEL,Regular,Privada,R.A. 0514/2012,7/3/2012,CIUDAD COCHABAMBA,AVENIDA HUMBERTO ASIN PASAJES VICNES Y JULO S/N,Abierta,.
COCHABAMBA 2,80980566,TIQUIRANI,Regular,Fiscal,R.A. 0263/2012,1/2/2012,CIUDAD COCHABAMBA,PAMPA SAN MIGUEL SECTOR TIQUIRANI,Abierta,.
COCHABAMBA 2,80980532,MARIA AYMA MAMANI,Regular,Fiscal,R.A. 2082/2008,22/12/2008,CIUDAD COCHABAMBA,AVENIDA PETROLERA KM 5 1/7 ZONA K'ARA K'ARA,Abierta,.
COCHABAMBA 2,80980518,BUENA VISTA LIBERTAD,Regular,Fiscal,2762/2007,7/12/2007,CIUDAD COCHABAMBA,S/N FINAL AV. PANAMERICANA - ALTO BUENA VISTA,Abierta,.
COCHABAMBA 2,80980504,DIONISIO MORALES CHOQUE,Regular,Fiscal,R.A. 0015/2010,5/1/2010,CIUDAD COCHABAMBA,AVENIDA PETROLERA KM 5 1/7 ZONA K'ARA K'ARA,Abierta,.
COCHABAMBA 2,80980510,CANAAN,Regular,Privada,R.A. 3548/2017,19/12/2017,CIUDAD COCHABAMBA,AV. VALLE HERMOSO ESQUINA CALLE HUANCHACA S/N,Abierta,.
COCHABAMBA 2,80980560,BUENA VISTA LIBERTAD A,Regular,Fiscal,R.A. 1989/2010,16/9/2010,CIUDAD COCHABAMBA,S/N FINAL AV. PANAMERICANA - ALTO BUENA VISTA,Abierta,.
COCHABAMBA 2,80980494,ANTONIO DIEZ,Regular,Convenio,6627/2005,19/12/2005,CIUDAD COCHABAMBA,CARRETERA A SANTIVAÑEZ S/N,Abierta,.
COCHABAMBA 2,80980541,NACIONAL SAN ISIDRO,Regular,Fiscal,R.A. 2397/2009,14/10/2009,CIUDAD COCHABAMBA,.,Abierta,.
COCHABAMBA 2,80980550,PLURINACIONAL SAN ISIDRO,Regular,Fiscal,R.A. 0669/2010,19/3/2010,CIUDAD COCHABAMBA,.,Abierta,.
COCHABAMBA 2,80980477,MARINA NUÑEZ DEL PRADO,Regular,Convenio,R.A. 793/2012,18/4/2012,CIUDAD COCHABAMBA,ALTO MIRADOR TICTI SUD,Abierta,.
COCHABAMBA 2,80980515,PADRE LUIS DIEZ DEL POZO,Regular,Convenio,2732/2006,25/10/2006,CIUDAD COCHABAMBA,"AV. ZOFRACO, DESVIO A LUCARITA CHICA",Abierta,.
COCHABAMBA 2,80980481,MARIA DEL CAMINO,Alternativa y Especial,Convenio,R.A. 3877/2015,3/12/2015,CIUDAD COCHABAMBA,CALLE BALLIVIAN Nº 76,Abierta,.
COCHABAMBA 2,80980482,CANATA,Alternativa y Especial,Fiscal,R.M. 0764/2019,10/7/2019,CIUDAD COCHABAMBA,AVENIDA MARTIRES DE LA DEMOCRACIA,Abierta,.
COCHABAMBA 2,80980526,SAN FRANCISCO XAVIER A,Alternativa y Especial,Convenio,6433/2005,2/12/2005,CIUDAD COCHABAMBA,CALLE BALLIVIAN Nº 76,Cerrada,.
COCHABAMBA 2,80980483,LUIS TABORGA,Alternativa y Especial,Fiscal,5075/2024,10/7/2019,CIUDAD COCHABAMBA,CALLE TABLAS Nº 0980,Abierta,.
COCHABAMBA 2,80980485,SAN MIGUEL A,Alternativa y Especial,Convenio,6431/2005,2/12/2005,CIUDAD COCHABAMBA,AV. SUECIA S/N HUAYRA K'ASSA,Abierta,.
COCHABAMBA 1,80980555,BARNEY,Regular,Privada,R.A. 1518/2010,21/7/2010,CIUDAD COCHABAMBA,CALLE 15 DE AGOSTO 1761,Abierta,.
COCHABAMBA 1,80980544,MUNDO DE JUGUETE,Regular,Privada,R.A. 2545/2009,26/10/2009,CIUDAD COCHABAMBA,.,Abierta,.
COCHABAMBA 1,80980472,SANTIAGO,Regular,Convenio,08/2006,10/1/2006,CIUDAD COCHABAMBA,ACHANDARA Y CALLE IMNOMINADA,Abierta,.
COCHABAMBA 1,80980513,INSTITUTO DE EDUCACION INTEGRAL DEL INFANTE,Regular,Privada,649/2006,21/3/2006,CIUDAD COCHABAMBA,CALLE JUNIN N 980 - ESQUINA COSTANERA,Abierta,.
COCHABAMBA 1,80980574,ALTO DE LA ALIANZA,Regular,Privada,R.A. 0068/2011,11/1/2011,CIUDAD COCHABAMBA,CALLE ESTEBAN ARZE Nº 1060 ENTRE MONTES Y HONDURAS,Cerrada,.
COCHABAMBA 1,80980233,DR. EDGAR MONTAÑO RIVERA,Regular,Fiscal,R.A. 5121/2022,21/9/2022,CIUDAD COCHABAMBA,YURACARE S/N,Abierta,.
COCHABAMBA 1,80980478,BALLESTER,Regular,Privada,0660/2005,18/4/2005,CIUDAD COCHABAMBA,CALLE ESTEBAN ARCE ENTRE MONTES Y HONDURAS,Cerrada,.
COCHABAMBA 1,80980512,HUELLITAS,Regular,Privada,R.A. 2407/2017,11/9/2017,CIUDAD COCHABAMBA,CALLE FELIX DEL GRANADO Nº 1552,Abierta,.
COCHABAMBA 1,80980474,HEROES DEL BOQUERON,Regular,Privada,1476/2005,10/8/2005,CIUDAD COCHABAMBA,CALLE LA PAZ Nº E- 0587,Abierta,.
COCHABAMBA 1,80980591,TIC TAC TOE,Regular,Privada,R.A. 2501/2016,15/9/2016,CIUDAD COCHABAMBA,CALLE ALCIBIADES GUZMAN N° 838,Abierta,.
COCHABAMBA 1,80980508,JOHN DEWEY,Regular,Privada,R.A. 0005/2016,4/1/2016,CIUDAD COCHABAMBA,AVENIDA SIMON LOPEZ Nro 888,Abierta,.
COCHABAMBA 1,80980562,JUAN BOSCO,Regular,Privada,R.A. 3596/2010,21/12/2010,CIUDAD COCHABAMBA,AVENIDA 16 DE JULIO Nº 338 ENTRE VENEZUELA Y ECUADOR,Abierta,.
COCHABAMBA 1,80980506,CLEVERLAND,Regular,Privada,0434/2005,16/3/2005,CIUDAD COCHABAMBA,CALLE OBISPO ANAYA Nro 255,Cerrada,.
COCHABAMBA 1,80980475,CENTRO DE EDUCACION INICIAL BILINGUE KIKU,Regular,Privada,07/2004,10/2/2004,CIUDAD COCHABAMBA,CALLE BENJAMIN BLANCO,Abierta,.
COCHABAMBA 1,80980511,JEERELO,Regular,Privada,183/2007,31/1/2007,CIUDAD COCHABAMBA,AVENIDA SANTA CRUZ # 1826,Cerrada,.
COCHABAMBA 1,80980500,SIMON RODRIGUEZ,Alternativa y Especial,Fiscal,R.M. 0764/2019,10/7/2019,CIUDAD COCHABAMBA,AV. AYACUCHO Y CALLE TARATA,Abierta,.
COCHABAMBA 1,80980490,DON BOSCO A,Alternativa y Especial,Convenio,7088/2005,29/12/2005,CIUDAD COCHABAMBA,FRANCISCO PIZARRO 355,Abierta,.
COCHABAMBA 1,80980523,GESTION MUNICIPAL PRODUCTIVA COMUNITARIA,Alternativa y Especial,Fiscal,631/2008,3/4/2008,CIUDAD COCHABAMBA,AV. BLANCO GALINDO,Abierta,.
COCHABAMBA 1,80980491,DON BOSCO C,Alternativa y Especial,Convenio,R.M. 0764/2019,10/7/2019,CIUDAD COCHABAMBA,FRANCISCO PIZARRO 355,Abierta,.
COCHABAMBA 1,80980487,VIRGINIA MADRIZ,Alternativa y Especial,Convenio,6597/2005,15/12/2005,CIUDAD COCHABAMBA,AVENIDA FINAL AMERICA OESTE,Abierta,.
COCHABAMBA 1,80980501,LUIS QUINTIN VILA,Alternativa y Especial,Fiscal,R.A. 3010/2021,26/11/2021,CIUDAD COCHABAMBA,YURACARE S/N,Abierta,.
COCHABAMBA 1,80980556,PUERTO DE MEJILLONES,Regular,Fiscal,R.A. 3162/2010,26/11/2010,CIUDAD DE COCHABAMA,CALLE SENOBIO GALLARDO Nº 3454,Cerrada,.
COCHABAMBA 2,80980502,SAN NICOLAS,Regular,Fiscal,R.A. 1898/2013,1/8/2013,CIUDAD DE COCHABAMBA,VILLA SAN NICOLAS,Abierta,.
COCHABAMBA 2,80980640,BOLIVIANO ALEMAN,Regular,Fiscal,R.A. 0665/2019,30/10/2019,CIUDAD DE COCHABAMBA,VILLA SAN NICOLAS,Abierta,.
COCHABAMBA 2,80980465,SIGLO XX,Regular,Fiscal,0427/2005,15/3/2005,COCHABAMBA,DIEGO BENAVIDEZ / PEDRO TOLEDO,Abierta,.
COCHABAMBA 2,80980469,PENIEL,Regular,Privada,747/2005,9/5/2005,COCHABAMBA,.,Cerrada,.
COCHABAMBA 2,80980649,MODULO TECNOLÓGICO COCHABAMBA  B,Regular,Fiscal,R.A. 077/2020,5/3/2020,COCHABAMBA,ALTO COCHABAMBA - TICTI SUD,Abierta,.
COCHABAMBA 2,80980648,MODULO TECNOLÓGICO COCHABAMBA  A,Regular,Fiscal,R.A. 076/2020,5/3/2020,COCHABAMBA,ALTO COCHABAMBA - TICTI SUD,Abierta,.
COCHABAMBA 2,80980497,GABRIELA MISTRAL,Regular,Fiscal,2458/2006,5/10/2006,COCHABAMBA,DIEGO BENAVIDEZ / PEDRO TOLEDO,Abierta,.
COCHABAMBA 1,80980405,SUIZO ALEMAN,Regular,Privada,837,22/8/1994,COCHABAMBA,TAQUIÑA,Abierta,.
COCHABAMBA 1,80980529,CATOLICA SAN PABLO,Regular,Privada,R.A. 868/2008,9/5/2008,COCHABAMBA,TIJSI WIRACOCHA,Cerrada,.
COCHABAMBA 1,80980551,PLAZA SESAMO,Regular,Privada,R.A. 0522/2010,3/3/2010,COCHABAMBA,.,Abierta,.
COCHABAMBA 1,80980440,MARIA MONTESSORI,Regular,Privada,224,28/2/1986,COCHABAMBA,CALLI ILLAPA,Cerrada,.
COCHABAMBA 1,80980495,CERECO,Alternativa y Especial,Convenio,6596/2006,15/12/2005,COCHABAMBA,AVENIDA 9 DE ABRIL Nª 1506,Abierta,.
COCHABAMBA 1,80980257,RAYMUNDO HERMAN,Regular,Fiscal,R.A. 01036/2009,29/5/2009,CONDEBAMBA,CONDEBAMBA ZONA NORTE,Abierta,.
COCHABAMBA 1,80980468,CASA DE LOS NIÑOS,Regular,Privada,R.A. 0273/2008,8/2/2008,CONDEBAMBA,AVENIDA GERMAN BUSCH Nº 7 DE CONDEBAMBA NORTE.,Abierta,.
COCHABAMBA 1,80980489,AMERICANO A,Alternativa y Especial,Fiscal,7050/2005,27/12/2005,CONDEBAMBA,CONDEBAMBA ZONA NORTE,Abierta,.
COCHABAMBA 2,80980124,JOSE IGNACIO DE SANJINES,Regular,Fiscal,R.A. 0312/2018,1/2/2018,COÑA COÑA,PROLONGACION D´ORBIGNY,Abierta,.
COCHABAMBA 2,80980032,MARIA EMILIA RIQUELME,Regular,Fiscal,R.A. 2432/2009,19/10/2009,COÑA COÑA,AV. CAPITAN USTARIZ S/N,Abierta,.
COCHABAMBA 2,80980466,GENOVEVA RIOS,Regular,Fiscal,R.A. 3033/2012,9/11/2012,COÑA COÑA,AV. CAPITAN USTARIZ S/N,Abierta,.
COCHABAMBA 2,80980084,4 DE MARZO,Regular,Fiscal,2858/2000,17/7/2000,COÑA COÑA,PROLONGACION D´ORBIGNY,Abierta,.
COCHABAMBA 2,80980085,JUANCITO PINTO,Regular,Fiscal,3170/2000,26/7/2000,COÑA COÑA,AV. GUIDO BRAULT OMI,Abierta,.
COCHABAMBA 2,80980083,JESUS DE NAZARETH,Regular,Fiscal,R.A. 0418/2018,16/2/2018,COÑA COÑA,AV. GUIDO BRAULT OMI,Abierta,.
COCHABAMBA 2,80980297,JUAN XXIII,Regular,Fiscal,R.A. 1850/2009,1/9/2009,COÑA COÑA,AV. GUIDO BRAULT OMI,Abierta,.
COCHABAMBA 2,80980221,MARIA AUXILIADORA,Regular,Convenio,R.A. 6130/2024,26/12/2024,DON BOSCO SUD,SAN FRANCISCO DE SALES,Abierta,.
COCHABAMBA 2,80980428,MARIA MAZZARELLO,Regular,Convenio,R.A. 1845/2009,1/9/2009,DON BOSCO SUD,SAN FRANCISCO DE SALES,Abierta,.
COCHABAMBA 2,80980463,BARTOLINA SISA,Regular,Fiscal,R.A. 3077/2012,14/11/2012,ENCAÑADA,AVENIDA BUENA VISTA,Abierta,.
COCHABAMBA 2,80980312,CARLOS MEDINACELLI,Regular,Fiscal,R.A. 0303/2012,8/2/2012,ENCAÑADA,AVENIDA BUENA VISTA,Abierta,.
COCHABAMBA 1,80980437,SAN PEDRO,Regular,Privada,199,16/2/1987,ESTE,COCHABAMBA,Cerrada,.
COCHABAMBA 1,80980348,LORENZO FILHO,Regular,Privada,309,4/3/1987,ESTE,JUAN DE LA CRUZ TORREZ,Cerrada,.
COCHABAMBA 1,80980644,REY DE REYES,Regular,Privada,R.A. 009/2020,8/1/2020,HIPODROMO,PARQUE EX  COMBATIENTES ESQUINA SAN LORENZO,Abierta,.
COCHABAMBA 1,80980419,BEDA CARRASCO DE HERESI,Regular,Privada,1709/99,29/2/2000,HIPODROMO,COBIJA Y CAMARONES,Abierta,.
COCHABAMBA 1,80980159,MANUEL TABORGA,Regular,Fiscal,R.A. 1228/2009,25/6/2009,HOSPITAL VIETMA,ISMAEL VASQUEZ,Cerrada,.
COCHABAMBA 1,80980158,ABEL ARANIBAR,Regular,Fiscal,3468/2000,31/7/2000,HOSPITAL VIETMA,ISMAEL VASQUEZ,Abierta,.
COCHABAMBA 2,80980063,BUENAS NUEVAS D,Regular,Fiscal,R.A. 899/2009,13/5/2009,HUAYRA K ASSA,AV. SUECIA Nro 1170,Abierta,.
COCHABAMBA 2,80980064,BUENAS NUEVAS C,Regular,Fiscal,R.A. 847/2009,7/5/2009,HUAYRA K ASSA,AV. SUECIA Nro 1170,Abierta,.
COCHABAMBA 2,80980484,ALFALIT BOLIVIANO,Alternativa y Especial,Fiscal,R.M. 0764/2019,10/7/2019,HUAYRA K ASSA,AV. SUECIA Nro 1170,Abierta,.
COCHABAMBA 2,80980041,SUECIA,Regular,Fiscal,R.A. 5063/2023,12/12/2023,HUAYRACASA,AV. SUECIA S/N,Abierta,.
COCHABAMBA 2,80980040,RICARDO PRUDENCIO ARIAS,Regular,Fiscal,R.A. 5417/2024,3/12/2024,HUAYRACASA,AV. SUECIA S/N,Abierta,.
COCHABAMBA 2,80980596,PROF. JAIME ALFONSO ESCALANTE GUTIERREZ,Regular,Fiscal,R.A.  4815/2022,24/8/2022,INNOMINADA S/N,INNOMINADA S/N,Abierta,.
COCHABAMBA 1,80980380,CAPILLA DE COCHABAMBA,Regular,Privada,74,21/1/1991,IRLANDES,CARRETERA A SACABA KM 2 1/2 S/N,Abierta,.
COCHABAMBA 2,80980160,LAURA VICUÑA,Regular,Convenio,R.A. 5418/2024,3/12/2024,ITOCTA,ITOCTA,Abierta,.
COCHABAMBA 2,80980250,ARNOLDO SCHWIMMER GAMZA,Regular,Fiscal,R.A. 6061/2024,19/12/2024,ITOCTA SAN JOAQUIN,CENTRAL ITOCTA SAN JOAQUIN CALLE PAMPA AULLAGAS,Abierta,.
COCHABAMBA 2,80980461,JUAN LECHIN OQUENDO,Regular,Fiscal,0307/2007,13/2/2007,ITOCTA SAN JOAQUIN,CENTRAL ITOCTA SAN JOAQUIN CALLE PAMPA AULLAGAS,Abierta,.
COCHABAMBA 2,80980436,LUZ Y VERDAD,Regular,Privada,R.A. 1447/2022,3/5/2022,ITOCTA TAMBORADA,ITOCTA TAMBORADA,Abierta,.
COCHABAMBA 2,80980207,SAN JOAQUIN,Regular,Fiscal,R.A. 0053/2021,12/1/2021,JAIHUAYCO,PLAZA 14 DE NOVIEMBRE,Abierta,.
COCHABAMBA 2,80980205,ISMAEL VASQUEZ,Regular,Fiscal,R.A. 851/2024,4/3/2024,JAIHUAYCO,PLAZA 14 DE NOVIEMBRE,Abierta,.
COCHABAMBA 2,80980203,EMILIO QUIROGA,Regular,Fiscal,.,1/1/1900,JAIHUAYCO,PLAZA 14 DE NOVIEMBRE,Cerrada,.
COCHABAMBA 2,80980206,REPUBLICA DEL PERU,Regular,Fiscal,R.A. 1937/2020,29/12/2020,JAIHUAYCO,PLAZA 14 DE NOVIEMBRE,Abierta,.
COCHABAMBA 2,80980334,SAN JOAQUIN A,Regular,Privada,R.A. 0249/2018,25/1/2018,JAIHUAYCO,AV. SILES S/N ESQUINA CALLE TABLAS,Abierta,.
COCHABAMBA 2,80980247,SAN FRANCISCO DE ASIS A,Regular,Convenio,0039/98,8/1/1998,JAIHUAYCO,JAIHUAYCO SEBASTIAN PAGADOR ESQ. SIPE SIPE,Abierta,.
COCHABAMBA 2,80980521,FUERZA AEREA BOLIVIANA,Alternativa y Especial,Fiscal,R.A. 4702/2023,6/11/2023,JAIHUAYCO,ZONA SUD JAIHUAYCO,Abierta,.
COCHABAMBA 2,80980586,BOLIVIA HOLANDA,Regular,Fiscal,R.A. 0710/2019,21/11/2019,K'ASA HUASA,BARRIO K'ASA HUASA,Abierta,.
COCHABAMBA 2,80980652,INNOVA BELEN ARRUMANI,Regular,Fiscal,R.A. 2539/2021,13/10/2021,KARA KARA ARRUMANI DISTRITO 15 ZONA SUD CBBA,AV.TIBURON Y CALLE MARLIN BLANCO,Abierta,.
COCHABAMBA 1,80980416,SANTO DOMINGO DE GUZMAN,Regular,Privada,R.A. 2541/2021,14/10/2021,LA CAROLINA,FINAL AMERICA OESTE,Abierta,.
COCHABAMBA 1,80980442,SANTO DOMINGO,Alternativa y Especial,Convenio,R.M. 0764/2019,10/7/2019,LA CAROLINA,FINAL AMERICA OESTE,Abierta,.
COCHABAMBA 2,80980080,PETER TRAVESI,Regular,Fiscal,R.A. 2200/2009,28/9/2009,LA CHIMBA,MONSEÑOR ANGEL MARIA ZEBALLOS,Abierta,.
COCHABAMBA 2,80980052,REPUBLICA DE MEXICO,Regular,Fiscal,R.A. 2254/2016,24/8/2016,LA CHIMBA,AVENIDA BENEMERITOS DE LA GUERRA DEL CHACO,Abierta,.
COCHABAMBA 2,80980021,ADELA ZAMUDIO A,Regular,Fiscal,R.A. 2440/2009,19/10/2009,LA CHIMBA,WALDO ROCHA Y CAPITAN VICTOR USTARIZ,Abierta,.
COCHABAMBA 2,80980079,ESTEBAN ARZE,Regular,Fiscal,R.A. 5815/2024,12/12/2024,LA CHIMBA,MONSEÑOR ANGEL MARIA ZEBALLOS,Abierta,.
COCHABAMBA 2,80980050,GUILLERMO URQUIDI,Regular,Fiscal,1952/2000,7/7/2000,LA CHIMBA,AVENIDA BENEMERITOS DE LA GUERRA DEL CHACO,Abierta,.
COCHABAMBA 2,80980057,SANTA MARIA MICAELA B,Regular,Convenio,R.A. 0667/2019,31/10/2019,LA CHIMBA,AV. INGAVI Y GUILLERMO SANCHEZ S/N,Abierta,.
COCHABAMBA 2,80980022,FRANCISCO GONZALES PRADA,Regular,Fiscal,R.A. 2207/2009,28/9/2009,LA CHIMBA,WALDO ROCHA Y CAPITAN VICTOR USTARIZ,Abierta,.
COCHABAMBA 2,80980598,PILAR SEJAS MERCADO,Regular,Fiscal,R.A. 0770/2017,28/3/2017,LA CHIMBA,MONSEÑOR ANGEL MARIA ZEBALLOS,Abierta,.
COCHABAMBA 2,80980078,NILO SORUCO ARANCIBIA,Regular,Fiscal,R.A.2201/2009,28/9/2009,LA CHIMBA,MONSEÑOR ANGEL MARIA ZEBALLOS,Abierta,.
COCHABAMBA 2,80980228,NATANIEL AGUIRRE,Regular,Fiscal,R.A. 0480/2019,16/7/2019,LA CHIMBA,AV. GENERAL CAMPERO S/N LA CHIMBA,Abierta,.
COCHABAMBA 2,80980051,JOSE CUPERTINO CAERO VIDES,Regular,Fiscal,R.A. 2205/2009,28/9/2009,LA CHIMBA,AVENIDA BENEMERITOS DE LA GUERRA DEL CHACO,Cerrada,.
COCHABAMBA 2,80980056,SANTA MARIA MICAELA A,Regular,Convenio,R.A. 646/2012,28/3/2012,LA CHIMBA,AV. INGAVI Y GUILLERMO SANCHEZ S/N,Abierta,.
COCHABAMBA 2,80980227,ELIODORO VILLAZON,Regular,Fiscal,R.A. 6142/2024,27/12/2024,LA CHIMBA,AV. GENERAL CAMPERO S/N LA CHIMBA,Abierta,.
COCHABAMBA 2,80980017,BOLIVIA B,Regular,Fiscal,R.A. 3568/2016,16/12/2016,LA MAICA QUENAMARI,MAICA QUENAMARI,Abierta,.
COCHABAMBA 1,80980096,CASITA DE NAZARETH,Regular,Fiscal,1572/2006,13/7/2006,LA VERTIENTE,PASAJE MARIA LUISA PACHECO,Abierta,.
COCHABAMBA 2,80980434,BOLIVIA JAPON MAÑANA,Regular,Fiscal,R.A.  579/2023,6/3/2022,LACMA,SANTA LUCIA Y AV. MARIA AUXILIADORA,Abierta,.
COCHABAMBA 2,80980143,BOLIVIA JAPON TARDE,Regular,Fiscal,R.A. 1289/2020,8/10/2020,LACMA,SANTA LUCIA Y AV. MARIA AUXILIADORA,Abierta,.
COCHABAMBA 2,80980142,CAMARA JUNIOR A,Regular,Fiscal,4282/2000,18/10/2000,LAJMA BARRIO LINDO,FINAL PANAMERICANA,Abierta,.
COCHABAMBA 2,80980144,CAMARA JUNIOR C,Regular,Fiscal,R.A. 0659/2019,28/10/2019,LAJMA BARRIO LINDO,FINAL PANAMERICANA,Abierta,.
COCHABAMBA 2,80980643,IGNACIA ZEBALLOS TABORGA,Alternativa y Especial,Fiscal,R.A. 0662/2019,29/10/2019,LAJMA BARRIO LINDO,FINAL PANAMERICANA,Abierta,.
COCHABAMBA 2,80980588,WAWA RIQCH'ARINA,Regular,Privada,R.A. 2512/2015,21/8/2015,LAMAICA,CALLE ANTENOR DE LA VIA,Cerrada,.
COCHABAMBA 1,80980035,FIDEL ARANIBAR,Regular,Fiscal,R.A. 0282/2019,7/3/2019,LAS CUADRAS,9 DE ABRIL Nro 1076 ENTRE CUBA Y LITORAL,Abierta,.
COCHABAMBA 1,80980376,CENDI,Regular,Privada,1932/97,21/10/1997,LAS CUADRAS,CALLE SUCRE Y JOSE POL,Abierta,.
COCHABAMBA 1,80980086,SAN RAFAEL,Regular,Convenio,.,1/1/1900,LAS CUADRAS,HANS GRETTER Nro 1546,Cerrada,.
COCHABAMBA 1,80980148,AVE MARIA,Regular,Convenio,0236/2001,12/3/2001,LAS CUADRAS,HANS GRETHER Nro 1646,Abierta,.
COCHABAMBA 1,80980036,MERCEDES CANDIA DE OVANDO,Regular,Fiscal,3146/2000,25/7/2000,LAS CUADRAS,PARQUE DEL MAESTRO S/N,Abierta,.
COCHABAMBA 1,80980306,SAN RAFAEL B,Regular,Convenio,R.A. 6042/2024,19/12/2024,LAS CUADRAS,HANS GRETTER Nro 1546,Abierta,.
COCHABAMBA 1,80980398,JESUS MANUEL CARMONA,Regular,Privada,R.A. 5496/2022,25/10/2022,LAS CUADRAS,CALLE REPUBLICA DOMINICANA NO. 746 ENTRE ARMANDO MENDEZ Y 9 DE ABRIL,Abierta,.
COCHABAMBA 1,80980034,WALTER VALLEJOS,Regular,Fiscal,R.A. 0531/2019,7/8/2019,LAS CUADRAS,9 DE ABRIL Nro 1076 ENTRE CUBA Y LITORAL,Abierta,.
COCHABAMBA 1,80980147,JESUS MARIA A,Regular,Convenio,3466/2000,31/7/2000,LAS CUADRAS,HANS GRETHER Nro 1646,Abierta,.
COCHABAMBA 1,80980087,SAN RAFAEL A,Regular,Convenio,R.A. 4340/2014,29/12/2014,LAS CUADRAS,HANS GRETTER Nro 1546,Abierta,.
COCHABAMBA 1,80980198,AUGUSTO GUZMAN,Regular,Fiscal,R.A. 2736/2008,31/12/2008,LAS CUADRAS,PARQUE DEL MAESTRO S/N,Abierta,.
COCHABAMBA 1,80980509,CEPRA,Alternativa y Especial,Convenio,R.A. 2453/2023,6/7/2023,LAS CUADRAS,CALLEHANS GRETHER E. N°1570,Abierta,.
COCHABAMBA 1,80980305,PREEFA,Alternativa y Especial,Convenio,7117,29/12/2005,LAS CUADRAS,HANS GRETHER Nro 405,Abierta,.
COCHABAMBA 1,80980444,LADISLAO CABRERA,Alternativa y Especial,Fiscal,6248/2024,31/12/2024,LAS CUADRAS,9 DE ABRIL Nro 1076 ENTRE CUBA Y LITORAL,Abierta,.
COCHABAMBA 1,80980391,FEDERICO FROEBEL,Regular,Privada,R.A.2467/2017,18/9/2017,LOMAS DE ARANJUEZ,AVENIDA MELCHOR URQUIDI S/N,Abierta,.
COCHABAMBA 2,80980519,BARBARA LAMAS,Regular,Fiscal,2763/2007,7/12/2007,LOMAS DE SANTA BARBARA,LOMAS DE SANTA BARABARA,Abierta,.
COCHABAMBA 2,80980530,AGUSTIN MORALES HERNANDEZ,Regular,Fiscal,R.A. 2067/2008,20/10/2008,LOMAS DE SANTA BARBARA,LOMAS DE SANTA BARABARA,Abierta,.
COCHABAMBA 2,80980656,ERNESTO CHE GUEVARA,Regular,Fiscal,R.A. 3389/2021,29/12/2021,LOMAS DE SANTA BÁRBARA,CALLE INNOMINADA TRAS EL MERCADO 12 DE JULIO DE LOMAS DE SANTA BÁRBARA,Abierta,.
COCHABAMBA 2,80980007,DR. DEMETRIO CANELAS CANELAS,Regular,Fiscal,R.A. 5805/2024,12/12/2024,MAICA CENTRAL,MAICA CENTRAL,Abierta,.
COCHABAMBA 1,80980039,PETROLERO SANANDITA,Regular,Fiscal,R.A. 01033/2009,29/5/2009,MAYORASGO,CALLE JOEL CAMACHO S/N,Abierta,.
COCHABAMBA 1,80980012,COCHABAMBA A,Regular,Fiscal,R.A. 01040/2009,29/5/2009,MAYORASGO,CALLE JOEL CAMACHO S/N,Abierta,.
COCHABAMBA 1,80980013,COCHABAMBA B,Regular,Fiscal,648,20/5/1993,MAYORASGO,CALLE JOEL CAMACHO S/N,Cerrada,.
COCHABAMBA 1,80980381,ENSEÑANZA COCHABAMBA,Regular,Privada,R.A. 3400/2023,15/9/2023,MESADILLA,AVENIDA CIRCUNVALACION S/N,Abierta,.
COCHABAMBA 1,80980244,VILLA GRACIELA,Regular,Fiscal,R.A. 0459/2019,3/7/2019,MESADILLA,AV. CIRCUNVALACION VILLA GRACIELA PACATA,Abierta,.
COCHABAMBA 1,80980600,JARDIN DE TESOROS,Regular,Privada,R.A. 3460/2017,11/12/2017,MESADILLA,CALLE LUIS LARA N° 268,Abierta,.
